ra,dec,gal_l,gal_b,h_mag,shmag,h_2mass,k_2mass,j_2mass,p,sp,pa_deg,gpa_deg,spa,q,sq,u,su,nhwp,uf
288.034902,11.333878,45.361976,0.624467,9.53020,0.00090,9.601,8.824,11.322,1.02,0.23,17.7,80.2,6.6,0.851,0.257,0.606,0.180,16,1
288.250668,11.874384,45.938941,0.687502,7.70600,0.00020,7.746,7.110,9.220,0.69,0.11,10.2,72.6,4.6,0.651,0.113,0.242,0.086,16,1
288.675311,10.885572,45.256312,-0.140194,9.83170,0.00070,9.545,8.564,11.709,1.93,0.31,17.6,79.9,4.6,1.600,0.310,1.126,0.308,16,1
288.675352,11.710924,45.987106,0.243405,10.45080,0.00200,10.469,9.980,11.758,1.40,0.27,163.0,45.3,5.6,1.179,0.277,-0.793,0.258,16,1
288.252052,10.918145,45.092234,0.243055,12.17860,0.00830,12.094,10.711,14.774,3.17,1.39,3.2,65.6,12.5,3.443,1.388,0.385,1.449,16,1
288.133925,11.300229,45.377114,0.522825,11.47360,0.00420,11.471,10.880,13.052,1.93,0.73,41.5,103.9,10.8,0.251,0.626,2.046,0.730,16,1
288.133929,11.639134,45.677493,0.679793,10.82750,0.00230,10.855,10.249,12.462,1.21,0.38,142.5,24.9,8.9,0.329,0.376,-1.224,0.378,16,1
288.253622,11.717913,45.801622,0.612418,10.49310,0.00200,10.507,9.934,11.909,1.08,0.28,171.1,53.4,7.3,1.065,0.270,-0.344,0.324,16,1
288.681552,11.074870,45.426765,-0.057629,9.39070,0.00070,9.384,8.965,10.517,0.58,0.13,3.7,66.0,6.4,0.587,0.129,0.077,0.153,16,1
288.683261,11.544234,45.843118,0.159065,11.76590,0.00640,11.783,11.362,13.010,2.51,0.93,100.6,162.9,10.6,-2.494,0.930,-0.971,0.907,16,1
288.690026,11.129619,45.479105,-0.039541,8.08750,0.00020,8.084,7.316,9.802,0.75,0.10,10.0,72.3,3.6,0.707,0.091,0.259,0.120,16,1
288.690082,11.337342,45.663045,0.056972,7.88070,0.00020,7.974,6.994,9.966,0.65,0.08,52.1,114.4,3.7,-0.162,0.092,0.635,0.083,16,1
288.001905,11.294966,45.312504,0.635138,10.50250,0.00200,10.596,10.038,11.866,1.84,0.51,95.7,158.2,8.0,-1.870,0.513,-0.379,0.530,16,1
288.147643,11.419912,45.489417,0.566344,8.64930,0.00050,8.738,8.354,9.858,0.81,0.18,91.7,154.1,6.2,-0.830,0.176,-0.049,0.176,16,1
288.147845,11.405529,45.476762,0.559506,9.58710,0.00100,9.668,9.024,11.139,0.62,0.26,100.5,162.9,12.1,-0.629,0.258,-0.240,0.283,16,1
288.147852,11.683247,45.722908,0.688140,9.86540,0.00110,9.893,9.304,11.484,0.95,0.16,160.2,42.6,4.9,0.746,0.168,-0.617,0.157,16,1
288.148288,10.875790,45.007481,0.313717,10.92559,0.00227,10.927,10.397,12.447,1.39,0.62,71.0,133.4,11.7,-1.195,0.606,0.934,0.636,32,1
288.700204,10.916434,45.294999,-0.147491,11.90870,0.00620,11.925,11.485,13.110,2.80,0.96,32.5,94.8,9.8,1.252,0.998,2.680,0.949,16,1
288.006929,11.265523,45.288683,0.617144,8.95875,0.00071,9.021,8.358,10.499,0.88,0.38,90.7,153.2,11.3,-0.954,0.375,-0.024,0.283,32,1
288.008486,11.348928,45.363329,0.654392,10.13264,0.00101,10.232,9.796,11.327,0.98,0.23,78.0,140.4,6.5,-0.921,0.231,0.411,0.225,32,1
288.221280,11.462595,45.560686,0.522161,9.64450,0.00070,9.703,9.001,11.425,1.34,0.26,23.5,85.8,5.5,0.930,0.263,0.994,0.255,16,1
288.009313,11.614813,45.599420,0.776724,8.21222,0.00024,8.286,7.469,10.003,0.58,0.14,22.7,85.2,6.6,0.415,0.134,0.421,0.139,32,1
288.225611,11.634532,45.715019,0.598082,9.32820,0.00080,9.334,8.559,11.139,1.43,0.16,174.3,56.7,3.2,1.413,0.159,-0.285,0.172,16,1
288.226526,11.513846,45.608485,0.541357,8.88570,0.00060,9.000,8.275,10.710,0.67,0.12,36.3,98.7,5.3,0.203,0.117,0.651,0.124,16,1
288.156135,11.693898,45.736105,0.685885,11.62839,0.00404,11.625,10.927,13.169,1.28,0.62,149.6,32.1,12.5,0.696,0.609,-1.243,0.625,32,1
288.228159,10.962560,45.120715,0.284429,11.23840,0.00330,11.233,10.359,13.242,2.08,0.50,28.6,90.9,6.8,1.162,0.455,1.796,0.514,16,1
288.702279,10.998602,45.368696,-0.111095,10.86290,0.00230,10.810,9.919,12.873,2.43,0.43,27.5,89.8,5.1,1.418,0.394,2.021,0.448,16,1
288.702759,10.858538,45.244906,-0.176627,11.81590,0.00350,11.746,11.243,12.993,2.06,0.82,167.7,50.0,11.4,2.017,0.824,-0.925,0.794,16,1
288.702781,11.296529,45.632699,0.026975,9.65080,0.00090,9.625,8.356,12.417,1.87,0.19,157.3,39.6,2.9,1.321,0.164,-1.338,0.216,16,1
288.230755,11.666328,45.745531,0.608353,8.83260,0.00050,8.867,8.149,10.584,0.59,0.18,177.4,59.7,8.8,0.611,0.181,-0.057,0.171,16,1
288.661254,11.504074,45.797536,0.159491,12.11449,0.00721,12.097,11.500,13.709,2.76,1.05,159.0,41.3,10.2,2.194,1.042,-1.981,1.059,32,1
288.151479,11.424923,45.495600,0.565333,7.57830,0.00020,7.680,7.353,8.606,0.85,0.42,119.0,1.4,14.3,-0.500,0.479,-0.802,0.398,16,1
288.662125,11.852218,46.106195,0.320540,10.48760,0.00180,10.478,9.884,12.106,2.31,0.45,179.6,61.9,5.5,2.357,0.445,-0.034,0.419,16,1
288.662155,11.761014,46.025452,0.278126,10.14110,0.00140,10.157,9.780,11.318,1.52,0.30,174.8,57.1,5.7,1.526,0.299,-0.280,0.348,16,1
288.236684,11.105590,45.251333,0.343311,10.61010,0.00320,10.724,9.994,12.385,1.70,0.77,168.6,51.0,12.9,1.718,0.772,-0.722,0.729,16,1
288.238381,11.199625,45.335430,0.385422,12.34708,0.00769,12.369,11.784,13.670,3.27,1.45,4.8,67.2,11.6,3.530,1.439,0.597,1.686,32,1
288.108792,11.235267,45.308120,0.514583,11.42370,0.00450,11.399,10.664,13.151,2.00,0.62,24.6,87.0,8.8,1.368,0.650,1.584,0.590,16,1
288.665652,11.352022,45.664909,0.085004,9.86716,0.00096,9.890,9.193,11.787,0.84,0.16,8.5,70.8,5.2,0.822,0.154,0.250,0.173,32,1
288.112792,11.642896,45.671239,0.699884,9.79890,0.00090,9.853,9.012,11.734,0.90,0.21,171.5,54.0,6.7,0.888,0.212,-0.270,0.210,16,1
288.113657,11.139237,45.225218,0.465877,10.77800,0.00270,10.776,10.050,12.422,1.20,0.32,15.9,78.3,7.7,1.058,0.315,0.654,0.345,16,1
288.669209,11.638336,45.920039,0.214993,11.79730,0.00680,11.847,10.861,14.074,3.42,1.06,16.4,78.7,8.9,3.009,1.063,1.934,1.055,16,1
288.241114,11.266883,45.396271,0.414222,11.86830,0.00580,11.839,11.038,13.701,1.94,0.84,26.1,88.5,12.4,1.296,0.815,1.671,0.852,16,1
288.114490,11.038918,45.136684,0.418689,11.65470,0.00420,11.634,10.863,13.484,3.24,1.24,21.5,83.9,10.9,2.539,1.224,2.365,1.250,16,1
288.671805,11.215242,45.546606,0.016086,11.87560,0.00750,11.838,11.149,13.507,2.61,1.02,164.3,46.6,11.2,2.391,0.989,-1.463,1.087,16,1
288.116997,11.263746,45.337089,0.520640,10.77220,0.00290,10.714,9.979,12.590,1.56,0.46,34.7,97.1,8.4,0.573,0.552,1.518,0.441,16,1
288.118686,11.497635,45.545159,0.627495,7.87479,0.00017,7.920,7.080,9.530,0.97,0.17,26.2,88.7,4.9,0.599,0.158,0.781,0.173,32,1
288.246224,11.188480,45.329121,0.373439,11.47974,0.00465,11.513,10.862,13.275,2.32,1.03,9.9,72.3,11.6,2.386,1.024,0.859,1.042,32,1
288.121015,11.277538,45.351138,0.523536,11.99650,0.00760,11.912,11.204,13.711,2.92,1.08,34.7,97.1,10.6,1.095,1.104,2.921,1.083,16,1
288.121856,10.948244,45.059670,0.370282,10.58420,0.00160,10.589,9.696,12.742,2.87,0.44,22.6,85.0,4.4,2.043,0.442,2.063,0.440,16,1
288.122642,11.588340,45.627351,0.666068,8.07050,0.00020,8.159,7.819,9.091,0.44,0.12,146.7,29.1,7.7,0.181,0.118,-0.419,0.118,16,1
288.684183,11.013455,45.373589,-0.088463,9.94880,0.00100,9.922,9.027,12.017,1.44,0.29,18.8,81.1,5.7,1.165,0.309,0.898,0.252,16,1
288.248686,11.449608,45.561627,0.492341,12.29130,0.00730,12.274,11.719,13.558,3.00,1.46,126.9,9.3,14.0,-0.933,1.443,-3.201,1.463,16,1
288.126843,11.056263,45.157672,0.415978,9.30460,0.00080,9.416,8.908,10.782,0.75,0.21,178.3,60.7,7.9,0.776,0.208,-0.045,0.216,16,1
288.685063,11.826446,46.093810,0.288683,12.16480,0.00900,12.128,10.664,15.212,4.22,1.35,0.9,63.2,9.1,4.429,1.347,0.139,1.354,16,1
288.689492,11.370331,45.691984,0.072820,9.37180,0.00080,9.395,8.211,11.927,0.99,0.17,79.3,141.6,4.9,-0.935,0.173,0.368,0.147,16,1
288.250732,11.342366,45.467528,0.440854,9.48340,0.00053,9.516,8.451,11.675,1.86,0.23,2.3,64.7,3.5,1.864,0.229,0.148,0.184,32,1
288.692257,11.190700,45.534202,-0.013085,12.08870,0.00700,12.166,11.802,13.206,1.73,0.84,72.1,134.4,13.8,-1.560,0.831,1.122,0.845,16,1
288.697280,11.799289,46.075324,0.265472,10.14130,0.00106,10.182,9.721,11.441,1.62,0.19,4.1,66.4,3.4,1.614,0.192,0.232,0.195,32,1
288.050473,11.619964,45.622649,0.743370,9.70970,0.00090,9.805,9.182,11.371,0.49,0.21,8.7,71.2,12.3,0.507,0.210,0.160,0.207,16,1
288.252851,11.490538,45.599788,0.507696,12.13704,0.00579,12.250,11.858,13.283,3.58,1.23,116.3,178.7,9.3,-2.295,1.214,-3.010,1.234,32,1
288.253657,11.875912,45.941651,0.685619,10.94150,0.00520,10.866,10.118,12.799,1.50,0.44,28.7,91.1,8.4,0.845,0.439,1.320,0.444,16,1
288.697951,10.902188,45.281358,-0.152155,12.12236,0.00532,12.200,11.002,14.811,3.37,0.88,37.8,100.1,7.2,0.867,0.962,3.376,0.871,32,1
288.264125,11.678321,45.771306,0.584954,8.56470,0.00040,8.670,8.227,9.876,0.65,0.15,171.4,53.8,6.8,0.633,0.153,-0.195,0.154,16,1
288.264227,11.566281,45.672072,0.532929,10.27820,0.00220,10.313,10.213,10.633,0.68,0.29,179.4,61.8,12.0,0.741,0.286,-0.015,0.355,16,1
288.134773,11.893547,45.903379,0.796886,11.19740,0.00300,11.175,10.910,12.106,0.81,0.38,21.5,83.9,13.4,0.653,0.376,0.608,0.381,16,1
288.264483,11.422438,45.544729,0.466027,11.37090,0.00300,11.323,10.116,14.042,2.43,0.94,31.8,94.2,11.0,1.153,0.968,2.332,0.928,16,1
288.264979,11.026671,45.194278,0.282122,7.97130,0.00020,8.082,7.050,10.267,0.86,0.21,33.5,95.8,7.1,0.347,0.162,0.814,0.222,16,1
288.714374,11.759100,46.047521,0.231973,11.03870,0.00370,10.956,9.985,13.238,1.87,0.55,21.3,83.6,8.4,1.436,0.537,1.320,0.563,16,1
288.212536,11.752717,45.813821,0.664194,10.76180,0.00210,10.792,10.391,11.850,0.88,0.33,171.1,53.5,10.6,0.897,0.329,-0.287,0.294,16,1
288.008559,11.348908,45.363345,0.654319,10.11241,0.00092,10.232,9.796,11.327,1.04,0.21,81.0,143.4,5.7,-1.011,0.214,0.330,0.209,48,1
288.009343,11.646234,45.627291,0.791239,10.95415,0.00237,11.082,11.069,11.357,1.27,0.56,90.9,153.3,11.6,-1.392,0.564,-0.042,0.570,48,1
288.009348,11.646099,45.627173,0.791172,10.96590,0.00217,11.082,11.069,11.357,1.47,0.46,100.5,162.9,8.6,-1.437,0.462,-0.550,0.462,64,1
288.218710,11.277631,45.395611,0.438673,9.56720,0.00090,9.570,8.656,11.456,2.01,0.18,16.2,78.6,2.6,1.705,0.175,1.086,0.205,16,1
288.013321,11.073218,45.121111,0.522577,9.03020,0.00060,9.098,8.416,10.604,0.85,0.21,33.5,95.9,7.1,0.343,0.225,0.806,0.210,16,1
288.220493,11.684006,45.756539,0.625451,12.43780,0.01180,12.502,11.627,14.574,3.69,1.45,5.7,68.1,11.3,3.884,1.446,0.786,1.610,16,1
288.016425,11.220663,45.253226,0.588125,9.37630,0.00070,9.470,8.728,11.079,1.01,0.15,36.9,99.3,4.3,0.284,0.157,0.978,0.152,16,1
288.222225,11.432856,45.534761,0.507558,12.18390,0.00630,12.198,11.684,13.425,4.15,1.45,123.8,6.2,10.0,-1.670,1.506,-4.064,1.439,16,1
288.223895,11.711828,45.782739,0.635391,10.46660,0.00200,10.412,9.545,12.515,0.81,0.32,11.5,73.9,11.2,0.806,0.322,0.341,0.309,16,1
288.022057,10.983004,45.045110,0.473218,8.47810,0.00030,8.646,7.923,10.148,0.71,0.17,18.8,81.2,6.7,0.581,0.165,0.448,0.169,16,1
288.671047,10.889249,45.257621,-0.134778,9.32860,0.00050,9.311,8.005,11.922,2.89,0.26,25.4,87.7,2.6,1.836,0.260,2.251,0.256,16,1
288.671049,11.665052,45.944531,0.225814,12.11500,0.00930,12.136,11.707,13.401,2.69,1.31,153.9,36.2,14.0,1.832,1.339,-2.363,1.291,16,1
288.671879,11.648566,45.930312,0.217432,11.01680,0.00295,11.141,10.637,12.427,2.47,0.49,169.7,52.0,5.6,2.356,0.496,-0.883,0.476,32,1
288.671886,11.050309,45.400609,-0.060646,12.26641,0.00730,12.308,11.194,14.814,4.25,1.14,99.9,162.2,7.4,-4.138,1.141,-1.488,1.102,32,1
288.151141,11.168278,45.267992,0.446737,9.83963,0.00129,9.978,9.498,11.212,0.52,0.25,58.8,121.2,12.3,-0.265,0.291,0.510,0.232,32,1
288.151539,11.706281,45.744996,0.695609,9.75312,0.00077,9.780,9.120,11.450,0.42,0.20,162.0,44.5,12.1,0.377,0.184,-0.273,0.217,32,1
288.031854,11.235844,45.273689,0.581737,11.24620,0.00350,11.303,10.515,13.115,1.74,0.51,32.6,95.0,8.4,0.760,0.533,1.644,0.501,16,1
288.681630,11.787446,46.057717,0.273531,10.07360,0.00160,10.000,8.823,12.424,4.23,0.32,20.5,82.8,2.1,3.194,0.309,2.786,0.327,16,1
288.682461,11.188960,45.528194,-0.005385,9.40510,0.00060,9.515,8.781,11.219,1.38,0.11,39.7,102.0,2.3,0.257,0.101,1.363,0.111,16,1
288.153250,11.308477,45.393202,0.509852,11.01940,0.00290,11.039,10.501,12.052,2.45,0.40,23.7,86.1,4.6,1.679,0.381,1.830,0.406,16,1
288.701128,11.051671,45.415156,-0.085423,10.77470,0.00310,10.773,9.005,14.387,1.31,0.36,49.2,111.5,7.8,-0.199,0.347,1.347,0.360,16,1
288.040444,11.176026,45.224565,0.546577,11.39380,0.00480,11.374,10.671,13.198,2.66,1.00,35.3,97.7,10.7,0.942,0.716,2.680,1.026,16,1
288.051660,11.220491,45.269074,0.557410,10.37730,0.00190,10.483,10.162,11.242,0.87,0.28,61.5,124.0,9.4,-0.499,0.293,0.767,0.282,16,1
288.115320,11.275530,45.346772,0.527556,9.16040,0.00090,9.161,8.500,10.717,0.72,0.15,25.2,87.6,6.0,0.472,0.168,0.570,0.137,16,1
288.052055,11.045527,45.114164,0.476062,8.61086,0.00031,8.702,7.834,10.501,1.80,0.12,12.8,75.2,1.9,1.629,0.117,0.781,0.128,32,1
288.703139,11.329121,45.661718,0.041816,9.19570,0.00060,9.216,8.845,10.371,0.84,0.24,173.8,56.1,8.2,0.855,0.243,-0.188,0.209,16,1
288.703153,11.048608,45.413368,-0.088607,9.61124,0.00067,9.643,9.293,10.657,1.06,0.14,168.3,50.6,3.7,0.985,0.137,-0.425,0.136,32,1
288.120273,11.879598,45.884443,0.803003,9.58850,0.00070,9.627,9.056,11.073,1.12,0.21,18.6,81.0,5.5,0.904,0.214,0.688,0.218,16,1
288.704522,11.863299,46.135293,0.288953,11.96300,0.00690,11.924,10.924,14.089,6.16,1.73,18.4,80.7,8.0,5.126,1.768,3.831,1.650,16,1
288.121907,11.064557,45.162779,0.424113,10.33110,0.00200,10.376,9.427,12.514,0.96,0.36,16.3,78.7,10.8,0.866,0.388,0.555,0.297,16,1
288.122707,11.262683,45.338741,0.515185,10.43050,0.00180,10.422,9.917,11.752,1.09,0.27,16.2,78.6,7.2,0.948,0.284,0.600,0.240,16,1
288.704843,10.862795,45.249627,-0.176460,12.23650,0.00510,12.255,10.948,14.938,5.05,1.40,20.0,82.3,8.0,4.021,1.407,3.367,1.396,16,1
288.706024,11.895438,46.164432,0.302592,10.12140,0.00130,10.149,9.747,11.212,1.08,0.36,166.8,49.1,9.6,1.020,0.359,-0.507,0.377,16,1
288.011768,11.651006,45.632621,0.791342,10.82844,0.00233,10.957,10.636,11.945,1.39,0.42,56.4,118.8,8.3,-0.562,0.467,1.339,0.413,32,1
288.014150,11.464186,45.468077,0.702814,10.42846,0.00161,10.438,9.615,12.373,1.65,0.33,43.5,106.0,5.5,0.087,0.325,1.683,0.326,32,1
288.513522,11.818509,46.008780,0.433681,10.16000,0.00140,10.198,9.467,11.914,2.17,0.28,176.9,59.3,3.7,2.178,0.283,-0.234,0.281,16,1
288.516132,11.757947,45.956326,0.403299,11.27470,0.00250,11.312,10.778,12.698,1.82,0.52,1.7,64.0,8.2,1.895,0.522,0.111,0.540,16,1
288.516139,11.611919,45.826994,0.335491,11.21570,0.00440,11.208,10.756,12.358,1.22,0.60,151.3,33.7,14.1,0.735,0.662,-1.146,0.573,16,1
288.133241,11.458408,45.516998,0.596686,10.13890,0.00130,10.179,9.759,11.326,0.73,0.21,68.0,130.4,8.5,-0.545,0.191,0.526,0.238,16,1
288.149095,11.397293,45.470030,0.554605,9.30880,0.00090,9.384,8.746,10.880,0.55,0.20,84.4,146.8,10.3,-0.574,0.198,0.114,0.219,16,1
288.519910,11.794438,45.990363,0.416967,9.96154,0.00086,10.034,9.471,11.476,1.54,0.21,12.8,75.2,3.9,1.400,0.212,0.672,0.206,32,1
288.149631,11.263513,45.351708,0.492167,10.31390,0.00150,10.349,9.463,12.273,1.10,0.32,11.4,73.8,8.3,1.055,0.324,0.443,0.284,16,1
288.521001,11.287225,45.541635,0.180503,12.35910,0.00780,12.273,11.581,13.838,2.93,1.18,17.1,79.5,11.6,2.609,1.214,1.776,1.115,16,1
288.151633,10.889994,45.021591,0.317387,11.14498,0.00195,11.208,10.389,13.137,1.11,0.40,70.6,133.0,9.7,-0.919,0.399,0.738,0.396,48,1
288.030164,11.807267,45.779492,0.847690,9.68560,0.00077,9.769,9.150,11.396,1.64,0.37,0.1,62.5,6.2,1.683,0.367,0.004,0.360,32,1
288.552211,11.308363,45.574569,0.163215,11.06550,0.00260,11.011,9.834,13.551,1.81,0.35,5.9,68.3,5.5,1.802,0.345,0.379,0.376,16,1
288.552240,11.425650,45.678452,0.217663,9.44070,0.00070,9.413,8.891,10.806,0.92,0.16,165.2,47.6,5.1,0.813,0.167,-0.460,0.150,16,1
288.553099,10.807156,45.131105,-0.070343,8.92500,0.00050,8.980,8.612,10.071,0.89,0.20,179.5,61.9,6.4,0.910,0.198,-0.015,0.176,16,1
288.036584,11.704037,45.690883,0.794342,8.89530,0.00040,8.974,8.938,9.268,0.69,0.14,98.6,161.0,5.7,-0.668,0.133,-0.206,0.169,16,1
288.153303,11.300722,45.386353,0.506213,11.72970,0.00550,11.753,11.444,12.815,1.53,0.75,24.0,86.4,14.0,1.136,0.785,1.266,0.712,16,1
288.555869,11.446937,45.698956,0.224399,10.63070,0.00190,10.613,9.581,12.892,1.39,0.28,30.5,92.8,5.7,0.689,0.253,1.243,0.282,16,1
288.036614,11.649165,45.642252,0.768919,10.45028,0.00148,10.528,9.850,12.173,1.77,0.61,179.3,61.7,9.4,1.871,0.611,-0.046,0.572,32,1
288.037126,11.130585,45.182777,0.528426,10.72930,0.00290,10.757,10.267,11.815,1.42,0.57,48.0,110.4,11.5,-0.159,0.439,1.518,0.572,16,1
288.037631,11.128888,45.181503,0.527202,9.16410,0.00060,9.217,8.464,10.714,0.41,0.15,35.1,97.5,10.1,0.148,0.126,0.411,0.148,16,1
288.154528,11.462246,45.530063,0.579974,11.27725,0.00304,11.361,10.522,13.267,2.21,0.55,67.9,130.3,6.9,-1.630,0.537,1.589,0.566,32,1
288.154534,10.876127,45.010621,0.308437,10.10593,0.00095,10.010,8.908,12.533,2.46,0.26,27.5,89.9,3.0,1.421,0.252,2.024,0.261,32,1
288.540315,10.944172,45.246616,0.004410,10.23860,0.00130,10.221,9.692,11.611,1.05,0.24,15.8,78.2,6.4,0.920,0.241,0.568,0.228,16,1
288.052911,11.221683,45.270698,0.556874,10.58910,0.00230,10.602,9.849,12.355,1.12,0.42,41.8,104.3,10.7,0.131,0.316,1.189,0.419,16,1
288.155353,10.919048,45.049031,0.327610,10.49589,0.00138,10.622,10.387,11.025,1.00,0.37,81.8,144.2,10.0,-1.024,0.375,0.302,0.346,32,1
288.565724,11.338103,45.607060,0.165294,10.58650,0.00180,10.628,10.212,11.754,1.25,0.28,118.7,1.0,6.4,-0.687,0.308,-1.075,0.268,16,1
288.493384,11.096880,45.360472,0.116118,11.52790,0.00540,11.488,11.018,12.818,2.93,0.78,156.8,39.2,7.6,2.092,0.727,-2.192,0.817,16,1
288.048779,11.177533,45.229686,0.540027,8.50870,0.00040,8.407,7.778,9.965,0.68,0.14,27.7,90.1,5.8,0.395,0.143,0.572,0.136,16,1
288.108922,11.495918,45.539206,0.635180,9.33364,0.00048,9.426,8.705,10.992,0.58,0.19,7.1,69.5,9.1,0.593,0.194,0.150,0.200,32,1
288.570924,10.979544,45.291899,-0.005773,10.29580,0.00140,10.304,9.248,12.702,2.40,0.23,12.0,74.3,2.8,2.205,0.227,0.983,0.274,16,1
288.002929,11.365291,45.375314,0.666795,9.73272,0.00065,9.789,9.353,10.999,1.04,0.19,78.6,141.1,5.1,-0.978,0.189,0.410,0.191,32,1
288.574562,11.004123,45.315324,0.002481,8.42970,0.00030,8.517,7.415,10.752,1.83,0.12,28.3,90.6,1.8,1.008,0.125,1.530,0.113,16,1
288.582170,11.725853,45.957930,0.331134,11.44520,0.00350,11.529,10.612,13.500,4.13,0.77,17.6,79.9,5.4,3.431,0.782,2.421,0.754,16,1
288.497625,11.845658,46.025603,0.460066,10.69310,0.00260,10.712,9.343,13.590,3.11,0.39,17.2,79.5,3.6,2.584,0.390,1.770,0.380,16,1
288.004666,10.988939,45.042468,0.491098,11.03871,0.00203,11.100,10.284,13.025,1.96,0.36,19.7,82.2,5.2,1.537,0.368,1.263,0.347,32,1
288.005438,11.018663,45.069169,0.504184,8.67358,0.00024,8.810,8.228,10.230,0.36,0.12,171.7,54.2,9.2,0.360,0.120,-0.107,0.134,32,1
288.006256,11.629183,45.610775,0.786029,11.75260,0.00468,11.750,11.417,12.757,1.64,0.80,96.5,159.0,12.5,-1.778,0.799,-0.411,0.789,32,1
288.112155,11.597464,45.630680,0.679398,10.43380,0.00150,10.445,9.570,12.574,1.39,0.34,17.0,79.4,7.0,1.188,0.340,0.799,0.336,16,1
288.502856,11.871853,46.051181,0.467693,11.42940,0.00440,11.463,10.928,12.796,4.16,1.04,1.7,64.0,7.2,4.278,1.044,0.255,1.093,16,1
288.008668,11.244365,45.270716,0.605840,9.53250,0.00078,9.647,9.360,10.324,0.60,0.17,91.3,153.7,7.7,-0.627,0.169,-0.028,0.203,32,1
288.114581,11.077189,45.170644,0.436336,9.14760,0.00060,9.234,8.518,10.891,0.66,0.13,7.5,70.0,5.5,0.649,0.127,0.175,0.101,16,1
288.593878,11.746563,45.981595,0.330603,11.58330,0.00330,11.562,10.662,13.825,3.49,0.83,27.2,89.5,6.8,2.089,0.840,2.919,0.824,16,1
288.011074,11.315690,45.335038,0.636759,9.29280,0.00110,9.371,8.900,10.510,0.84,0.24,105.6,168.0,8.2,-0.751,0.250,-0.456,0.223,16,1
288.508142,11.307386,45.553636,0.201033,11.98730,0.00630,11.988,11.321,13.752,2.88,0.94,169.7,52.0,9.4,2.831,0.951,-1.068,0.863,16,1
288.121120,11.066806,45.164414,0.425839,9.90430,0.00120,9.955,9.093,11.844,1.46,0.24,6.5,68.9,4.8,1.437,0.237,0.333,0.332,16,1
288.513545,11.547067,45.768375,0.307630,10.60440,0.00250,10.558,9.500,12.526,2.84,0.46,18.3,80.7,4.7,2.310,0.401,1.719,0.558,16,1
288.513586,11.435986,45.670012,0.256017,10.99320,0.00270,10.963,9.485,14.017,1.89,0.51,169.2,51.5,7.8,1.816,0.513,-0.719,0.507,16,1
288.018901,11.239904,45.271407,0.594878,9.98600,0.00120,10.025,9.451,11.461,0.54,0.27,81.3,143.7,14.3,-0.574,0.265,0.180,0.292,16,1
288.598235,11.772246,46.006321,0.338756,9.88350,0.00090,9.954,9.396,11.358,1.20,0.20,7.5,69.8,4.8,1.172,0.201,0.315,0.197,16,1
288.517064,11.902359,46.084656,0.469542,11.97630,0.00790,11.961,11.057,14.105,3.52,1.67,17.4,79.7,13.6,3.206,1.689,2.222,1.636,16,1
288.519093,11.799985,45.994905,0.420250,10.07670,0.00150,10.132,9.586,11.167,1.09,0.26,26.4,88.7,6.8,0.680,0.266,0.893,0.257,16,1
288.519107,11.941298,46.120073,0.485850,11.37242,0.00423,11.464,11.020,12.587,2.53,0.97,159.9,42.2,10.2,2.070,0.974,-1.755,0.966,32,1
288.654456,11.040990,45.384407,-0.049830,11.01177,0.00209,10.997,10.177,12.895,2.20,0.33,13.8,76.1,4.2,1.967,0.315,1.030,0.372,32,1
288.127795,11.891445,45.898353,0.801965,11.48170,0.00430,11.471,10.834,13.004,1.88,0.77,17.2,79.7,11.7,1.671,0.765,1.147,0.776,16,1
288.598608,11.278678,45.569415,0.109134,10.18200,0.00110,10.279,8.504,13.829,0.74,0.18,157.6,39.9,7.0,0.539,0.175,-0.536,0.187,16,1
288.598801,11.794635,46.026405,0.348667,11.52360,0.00329,11.546,11.111,12.732,1.73,0.69,3.7,66.1,10.6,1.848,0.688,0.242,0.689,32,1
288.519153,11.588239,45.807392,0.321881,9.67520,0.00100,9.676,8.639,11.868,1.76,0.13,6.7,69.0,2.2,1.716,0.134,0.409,0.135,16,1
288.648384,11.735285,45.996404,0.278107,9.86450,0.00110,9.858,9.455,11.222,1.54,0.17,165.6,47.9,3.1,1.361,0.168,-0.748,0.157,16,1
288.648585,11.025798,45.368277,-0.051788,9.14230,0.00050,9.199,8.388,11.040,1.95,0.11,3.7,66.0,1.6,1.938,0.111,0.251,0.109,16,1
288.648752,11.670164,45.938909,0.247525,8.86440,0.00050,8.956,7.726,11.559,2.95,0.12,23.5,85.9,1.2,2.011,0.135,2.163,0.106,16,1
288.648960,11.636954,45.909597,0.231911,11.34510,0.00450,11.421,10.937,12.779,3.83,0.74,149.5,31.8,5.6,1.887,0.676,-3.416,0.762,16,1
288.526736,10.850284,45.157274,-0.027382,11.89920,0.00670,11.836,10.616,14.374,5.27,1.13,14.9,77.2,6.2,4.682,1.142,2.680,1.105,16,1
288.547921,11.031484,45.327408,0.038348,11.73790,0.00490,11.797,11.404,12.920,2.10,0.79,56.5,118.8,10.7,-0.874,0.683,2.068,0.805,16,1
288.549624,11.394757,45.649902,0.205586,10.70480,0.00200,10.726,10.228,11.921,2.48,0.31,170.6,52.9,3.5,2.367,0.300,-0.809,0.355,16,1
288.551387,11.281216,45.550152,0.151322,10.61560,0.00170,10.598,8.999,13.872,2.29,0.30,90.2,152.5,3.7,-2.309,0.299,-0.013,0.260,16,1
